802 2569
230 177 364
451 121 12
150 440 328
650 275 871
786 350 805
102 179 646
644 599 880
139 775 692
407 156 592
370 621 709
98 724 618
631 59 1000
743 567 514
57 113 719
90 570 120
74 204 721
380 590 986
457 574 734
720 8 934
369 234 473
511 1 188
639 663 732
583 40 417
677 77 533
322 414 903
589 565 987
199 446 843
548 773 623
532 417 705
796 99 253
66 55 197
11 477 673
46 597 239
724 402 901
594 430 798
271 127 422
295 797 347
759 556 169
734 639 44
636 441 442
445 330 357
228 187 744
23 450 51
532 188 506
531 572 857
50 177 305
68 798 428
271 518 16
345 613 195
526 294 574
416 636 839
374 520 678
783 365 57
316 572 986
473 375 575
142 208 848
478 418 476
455 241 219
503 767 979
676 773 135
146 587 778
678 553 465
501 796 69
301 454 988
446 498 489
542 574 874
723 607 530
540 659 472
339 378 502
118 787 400
559 750 999
206 61 858
305 232 448
715 387 345
414 209 245
94 489 148
344 683 825
643 87 175
325 265 914
359 45 164
6 721 605
104 399 932
686 654 197
539 777 897
172 576 566
500 5 507
394 261 677
313 115 737
328 689 883
169 759 631
769 724 885
549 429 667
674 187 993
659 724 344
698 802 242
411 142 718
572 627 563
415 777 288
339 764 559
7 434 833
129 423 45
363 257 554
73 642 251
481 528 56
71 325 16
715 117 702
361 73 693
156 404 52
82 685 284
88 604 356
666 545 48
318 266 882
143 81 769
373 6 709
220 191 403
783 252 360
624 357 809
566 269 554
440 366 881
520 460 18
681 180 977
677 209 573
704 178 630
43 387 571
734 159 448
57 180 256
745 145 484
153 722 162
631 345 49
313 646 929
182 647 895
83 363 259
556 37 823
716 504 542
658 178 681
326 4 186
495 84 846
436 37 772
360 194 490
629 245 664
355 1 399
81 104 686
359 545 680
254 782 655
54 402 885
404 260 902
173 702 227
100 618 396
222 101 489
270 388 691
568 144 642
281 385 11
369 701 573
25 127 340
229 184 350
351 539 665
624 152 42
7 481 356
365 664 112
210 153 738
655 749 604
245 192 49
21 228 683
479 466 140
694 740 693
719 218 952
305 746 937
381 356 9
326 121 778
280 729 71
589 74 930
48 545 214
61 440 426
470 282 60
421 667 161
247 692 793
642 314 860
135 91 78
254 253 172
48 640 272
661 193 38
195 74 512
219 122 39
494 612 503
527 121 437
723 524 113
713 748 231
365 181 28
8 123 73
109 171 489
71 174 284
797 238 203
608 517 954
498 217 204
63 579 359
561 279 983
141 225 420
348 589 134
349 712 443
79 683 121
526 371 475
432 141 557
655 371 849
665 190 16
275 508 682
62 149 843
683 601 820
496 239 432
560 24 13
486 793 903
320 122 706
260 84 359
727 482 766
673 730 423
381 273 712
310 94 368
113 138 984
627 332 71
318 354 747
317 720 553
165 104 336
736 358 144
643 451 872
442 599 599
95 466 504
400 454 885
664 343 973
535 7 768
436 639 699
455 229 330
461 161 297
174 82 886
322 271 771
189 798 257
198 541 592
253 592 755
184 500 439
725 606 367
47 403 937
3 150 704
649 797 697
343 262 442
628 366 394
782 481 739
557 48 636
431 311 696
33 530 477
582 67 594
756 29 736
25 724 629
475 424 518
552 298 475
524 324 962
620 782 946
737 675 278
109 343 824
598 284 728
789 400 516
550 530 114
332 347 346
208 507 657
251 339 947
178 342 166
266 383 208
401 7 136
215 744 66
800 758 905
545 75 792
416 434 803
514 646 977
250 799 789
670 126 898
313 395 651
306 402 151
215 370 632
397 299 622
585 556 924
410 168 372
578 307 140
154 314 700
345 402 476
704 125 142
162 540 416
569 644 14
617 115 32
357 788 308
143 271 320
183 764 638
332 54 437
619 429 760
263 654 843
344 393 246
651 727 562
476 395 966
673 457 950
585 784 204
2 63 668
50 323 927
344 389 290
429 251 286
372 364 66
508 599 246
430 41 816
140 704 405
485 610 715
566 235 950
137 732 860
608 254 543
769 376 309
669 376 831
540 35 244
769 133 566
432 333 372
168 251 15
651 515 261
427 635 711
634 625 430
541 29 222
319 239 969
599 315 121
175 793 973
673 367 280
768 460 905
421 88 589
533 337 554
25 646 361
129 265 659
430 681 394
459 476 897
243 167 281
293 357 546
779 546 464
678 468 501
776 674 30
133 582 859
172 239 587
55 431 479
633 801 98
440 432 350
459 682 506
705 484 305
436 443 936
83 159 943
729 193 886
168 639 288
423 229 733
555 739 918
225 348 925
235 209 877
183 137 221
311 130 134
752 717 642
655 388 676
695 164 563
324 474 392
179 41 191
532 312 477
533 771 371
27 764 184
224 19 761
646 529 816
415 138 182
149 170 595
753 471 363
170 118 195
484 423 481
502 552 32
594 352 384
610 13 919
118 513 885
573 537 35
214 680 45
478 104 322
253 787 300
96 433 118
470 80 124
792 736 291
411 310 756
518 375 871
695 693 341
691 562 806
273 402 889
637 734 111
68 305 909
694 205 698
170 752 431
45 232 134
522 164 104
196 468 673
358 270 322
37 119 553
683 442 496
640 356 563
688 208 872
322 388 125
37 699 918
709 127 645
482 16 935
109 369 490
301 515 741
4 768 368
711 49 390
309 579 103
318 68 666
595 125 572
52 798 829
245 358 790
391 561 729
299 219 324
194 663 900
358 329 609
707 215 925
526 361 126
199 488 182
59 787 846
549 162 202
226 116 515
190 179 715
496 543 427
584 662 377
486 653 599
338 349 242
116 230 52
62 453 277
435 561 725
715 783 605
141 554 491
377 600 993
160 90 294
768 392 177
174 613 35
575 555 801
580 12 138
495 285 149
666 316 352
654 796 461
167 456 83
1 93 911
602 636 226
789 240 831
673 637 187
85 763 657
605 649 563
737 344 490
128 640 332
257 140 396
339 323 401
678 151 978
279 444 60
305 741 528
412 594 217
786 162 236
91 189 281
89 502 319
306 634 431
268 423 76
492 38 157
769 515 425
676 74 420
390 480 179
634 546 485
276 368 746
87 791 478
547 454 346
204 432 394
561 462 494
15 471 121
713 601 548
218 376 262
602 497 88
257 70 991
73 96 595
287 738 16
373 250 616
91 753 938
314 121 348
602 90 971
276 71 380
459 145 850
187 470 783
472 597 316
556 656 66
565 765 326
471 233 265
712 86 625
599 221 749
336 605 285
156 697 469
310 350 653
783 688 252
431 673 206
137 403 539
248 124 864
224 478 816
110 59 625
785 252 940
182 269 711
120 595 249
770 436 126
621 657 163
492 429 764
554 18 160
323 483 683
624 646 342
645 759 305
421 369 708
763 123 809
720 347 77
677 6 118
731 690 910
610 122 344
213 347 779
6 128 126
308 627 90
288 63 553
764 654 940
3 607 648
485 788 934
295 421 573
42 60 468
82 720 806
58 484 923
674 120 619
761 565 889
554 537 525
431 75 475
793 222 209
400 2 125
673 28 918
708 101 551
583 346 195
203 532 309
62 589 241
461 323 293
686 725 259
553 222 303
658 127 726
202 702 999
207 573 387
354 743 899
711 202 561
601 485 11
233 507 451
241 218 649
164 107 713
249 231 429
314 603 22
34 126 334
41 507 159
559 640 811
586 133 74
458 669 335
277 113 75
731 62 512
333 529 452
584 24 688
449 777 125
648 153 98
649 360 967
122 22 525
174 191 59
290 358 441
180 399 702
7 709 571
493 376 816
85 529 984
782 328 850
703 71 821
758 473 993
352 384 621
316 228 183
646 166 247
38 262 120
313 198 702
343 535 139
4 58 87
261 14 639
464 347 220
73 339 133
389 200 47
123 545 106
414 517 788
558 701 592
173 530 624
332 320 680
526 185 316
688 175 802
340 211 559
682 382 960
227 466 471
627 384 227
589 322 789
381 343 350
760 624 495
250 778 741
222 88 204
410 360 798
525 29 576
529 236 140
775 801 691
797 642 997
254 157 718
47 425 55
200 796 524
142 30 837
231 235 303
623 419 493
22 436 2
413 62 939
534 445 836
238 203 415
604 162 673
173 567 723
103 592 971
520 602 924
292 97 400
419 199 174
797 496 12
498 149 111
78 172 864
50 417 828
777 301 932
512 47 920
534 116 968
672 335 542
348 108 931
226 733 177
226 606 169
463 36 930
109 244 90
724 141 515
736 650 716
311 730 813
589 316 866
215 130 249
467 15 983
546 699 736
71 683 702
336 704 48
10 698 725
609 390 64
717 735 430
401 487 164
193 281 711
25 333 661
326 417 161
236 340 265
239 442 159
595 693 138
776 146 853
285 732 94
228 695 705
547 158 788
14 92 76
698 408 757
752 74 910
355 408 574
425 522 56
108 616 498
769 156 857
205 228 295
238 748 381
640 710 298
493 423 425
307 582 307
641 14 616
327 487 378
532 6 766
781 262 78
373 387 526
275 231 254
264 419 933
240 221 183
451 532 450
46 777 848
182 673 605
588 362 900
272 91 56
423 746 382
477 768 387
491 19 146
472 508 316
33 248 422
420 779 476
396 328 67
246 284 715
612 788 478
518 762 284
710 576 177
9 460 833
756 109 528
265 68 771
351 703 539
659 314 282
739 553 484
560 634 672
557 692 76
464 637 852
727 658 573
16 25 250
640 238 129
671 122 782
363 560 294
159 570 952
134 127 444
83 766 81
491 232 54
224 704 298
365 497 367
766 502 883
321 181 346
502 384 417
598 740 850
784 276 413
767 415 301
43 69 452
559 652 956
31 801 664
55 735 705
189 348 428
792 372 198
577 646 189
448 704 652
121 654 516
444 791 254
84 650 447
258 132 640
381 349 596
468 178 613
727 12 724
539 83 238
487 220 880
139 531 375
690 117 614
392 657 195
49 276 550
403 763 262
643 47 710
221 737 734
446 327 786
54 564 131
48 133 910
189 163 873
151 614 298
250 511 726
690 604 4
89 478 723
204 293 613
596 456 672
51 385 382
315 650 106
144 753 798
288 563 823
233 65 824
756 151 449
148 722 449
167 56 355
164 514 465
779 191 151
685 278 745
72 166 826
236 660 885
703 646 558
434 84 623
159 797 343
317 798 833
182 690 502
599 490 798
292 252 488
417 791 111
780 720 338
155 284 836
408 778 174
24 59 921
415 335 931
310 689 417
576 38 479
264 239 919
315 235 278
336 491 394
98 362 638
761 23 327
289 176 68
259 108 752
456 16 152
195 612 847
22 525 975
109 514 146
602 249 40
202 274 460
249 727 241
668 689 827
394 538 424
490 292 175
623 403 605
453 119 923
389 177 23
515 327 937
247 791 292
589 613 685
160 559 921
783 11 883
197 229 480
341 655 657
188 224 367
706 111 987
711 715 967
578 390 903
288 644 846
527 330 814
689 438 358
339 638 860
51 28 275
616 266 280
593 669 410
38 458 922
770 195 414
256 397 883
712 573 809
92 379 805
620 313 604
230 127 34
591 64 518
769 101 125
671 9 951
245 79 283
489 737 418
436 701 473
180 676 514
69 438 301
316 104 698
32 305 692
668 531 452
211 393 504
746 281 82
380 717 627
28 650 970
581 106 481
217 364 151
70 449 298
502 143 851
480 136 106
177 272 411
138 354 812
233 483 203
285 453 62
486 186 282
24 519 186
577 127 690
255 629 272
665 223 637
308 449 889
299 389 399
102 639 623
623 351 699
620 477 25
691 19 737
594 324 990
699 204 218
446 200 236
28 260 971
26 687 566
257 378 222
616 194 418
264 156 420
543 602 275
512 673 682
532 475 585
423 458 35
464 483 758
172 469 563
345 507 677
202 656 236
57 614 83
647 65 766
257 362 138
289 484 854
520 661 546
417 767 24
795 573 643
238 204 236
169 48 270
776 436 930
677 537 50
663 429 378
75 110 407
74 408 354
655 143 655
461 662 874
149 304 47
202 165 844
328 458 207
449 111 270
170 62 316
135 774 872
496 171 400
562 72 681
278 643 905
470 547 846
102 34 156
579 581 362
574 500 885
247 536 312
173 302 271
475 51 308
175 194 692
139 479 142
443 313 357
646 151 802
312 55 770
452 157 67
111 119 307
146 599 369
7 166 157
624 543 28
383 722 456
187 332 763
649 454 249
554 1 941
332 737 117
382 612 162
454 441 364
493 3 382
612 207 774
100 293 762
635 304 526
786 158 564
612 261 553
245 552 830
567 122 968
146 13 3
72 691 528
277 276 882
717 327 933
209 630 457
703 75 718
436 270 893
209 133 575
171 531 656
309 408 622
563 357 106
469 458 900
445 424 913
719 277 732
134 512 97
167 62 909
777 293 563
80 533 935
742 519 300
48 756 620
395 61 306
246 623 274
122 254 815
240 248 918
787 59 206
498 304 740
701 553 47
495 75 652
778 39 105
378 661 922
484 575 305
640 606 112
318 385 88
448 126 244
537 173 789
46 556 290
107 210 204
87 314 412
102 35 223
476 495 796
268 628 209
449 557 599
26 699 82
589 305 766
31 553 282
711 449 788
76 1 97
294 511 144
219 276 791
471 462 316
221 233 720
318 417 3
26 133 810
145 782 258
259 15 788
522 582 431
707 283 382
455 302 211
498 635 715
109 609 644
353 22 95
438 18 520
353 460 628
204 565 455
294 80 282
370 732 551
559 201 940
425 739 657
141 459 31
270 387 488
561 372 10
801 545 914
632 245 765
307 229 720
303 280 200
102 753 589
582 5 608
214 528 593
711 742 770
217 35 136
614 225 34
32 698 919
685 571 157
193 72 23
541 659 74
20 284 769
106 520 788
463 66 486
510 638 279
398 9 555
404 110 614
580 299 668
403 90 345
359 207 821
582 312 47
366 454 847
764 157 241
569 782 879
580 792 141
409 173 15
38 504 795
246 1 624
114 316 463
283 593 416
353 253 48
339 390 263
571 453 680
130 453 67
40 42 729
96 166 387
226 685 904
569 446 734
430 552 528
70 91 624
529 464 379
132 32 989
637 340 127
727 749 940
421 184 100
292 163 729
45 760 544
58 365 439
700 368 354
347 26 789
419 97 666
144 332 226
741 101 206
435 101 117
721 506 4
755 89 354
337 387 344
324 27 616
115 518 973
459 358 896
394 619 80
475 441 229
297 121 470
170 573 679
459 531 909
450 758 850
249 684 804
572 219 855
221 694 695
324 501 468
738 425 543
389 650 155
337 145 855
196 376 742
19 299 882
535 477 669
436 300 560
89 442 913
54 57 495
278 754 316
471 747 935
387 88 305
495 100 368
241 416 663
771 171 107
432 464 622
378 397 651
349 318 851
206 543 196
712 39 799
160 274 773
73 317 62
352 78 995
254 346 538
537 663 753
125 775 793
631 54 822
165 65 381
227 765 837
753 774 647
178 704 756
306 243 322
186 740 276
405 617 1
96 356 176
161 339 139
795 48 491
183 375 147
640 52 143
402 544 576
192 79 182
657 593 700
508 198 133
758 425 486
749 648 164
277 800 657
641 239 447
649 119 137
552 682 312
700 106 278
782 745 243
666 794 252
438 745 220
512 462 336
754 785 450
480 175 846
202 30 21
38 609 429
102 659 653
421 53 818
431 631 101
392 273 107
705 94 534
314 600 350
559 46 412
350 673 26
795 686 772
64 622 256
542 230 248
766 368 952
642 339 931
585 154 734
30 267 759
299 374 392
606 262 750
13 421 896
505 743 146
247 267 58
81 63 888
217 605 399
724 199 39
261 158 500
564 213 419
48 523 833
290 478 905
583 421 739
68 377 245
703 725 906
599 284 19
277 484 294
265 264 936
734 484 796
57 324 873
695 734 764
550 491 22
557 609 421
373 285 470
63 753 581
582 233 175
569 380 725
108 171 401
318 425 836
255 25 314
101 238 809
477 99 148
409 243 422
136 156 220
19 686 882
30 51 275
632 202 291
101 1 744
557 385 318
140 696 676
682 139 169
753 684 414
609 796 594
549 575 949
2 318 143
584 109 43
224 331 268
284 786 97
481 321 474
597 302 897
178 547 292
687 229 560
168 657 148
322 671 490
51 765 362
404 236 591
652 720 404
314 552 40
99 595 470
660 268 329
802 257 363
728 263 890
770 725 10
121 458 457
137 440 390
508 750 771
103 48 422
210 464 787
684 235 899
692 178 628
636 69 882
651 706 133
577 182 361
783 302 355
200 527 702
744 595 876
458 676 980
293 307 603
581 431 625
689 643 714
299 115 541
28 619 938
681 366 611
70 56 197
165 541 684
716 654 803
126 4 578
364 458 635
312 446 974
346 62 361
795 726 282
676 496 889
562 535 791
216 361 414
638 532 94
595 439 572
401 76 5
743 365 813
87 613 350
217 536 618
388 184 812
787 745 121
20 739 133
672 199 916
796 141 817
380 373 304
149 555 422
65 245 294
698 282 361
321 544 771
579 185 358
377 753 382
535 365 546
392 213 189
142 491 32
477 210 120
427 276 286
784 708 251
726 234 250
378 4 850
269 150 592
766 582 316
167 170 214
417 672 560
584 401 913
737 63 392
757 687 949
774 713 251
220 768 892
713 187 41
776 661 270
726 511 414
251 128 279
203 160 237
762 656 917
359 793 742
583 337 694
503 414 153
107 297 141
283 205 45
66 154 703
608 508 969
124 68 344
467 68 946
620 544 278
16 795 262
697 711 369
42 277 638
128 229 607
589 68 866
558 769 713
297 639 167
773 276 280
532 522 147
580 61 307
224 106 499
91 154 722
800 230 410
725 525 725
591 166 424
287 213 286
793 642 669
575 634 538
782 183 580
616 488 736
425 343 217
256 326 796
219 400 944
694 270 700
449 608 956
560 67 813
81 461 432
317 692 614
353 462 841
136 393 972
550 193 81
565 349 928
569 88 528
237 708 82
640 631 531
565 368 932
378 679 101
561 12 298
787 522 288
102 82 545
139 346 745
726 20 420
362 275 436
695 575 132
271 206 132
315 340 234
299 153 356
389 453 486
679 345 295
652 321 512
565 393 155
483 203 577
671 693 962
448 763 966
609 628 885
610 625 775
385 248 227
623 604 142
562 558 386
51 44 200
605 367 392
502 493 428
709 123 374
371 137 407
330 17 802
51 123 162
163 437 173
784 144 340
300 629 834
215 678 382
445 42 303
550 582 220
370 314 911
255 57 212
67 547 700
616 402 212
564 91 909
641 566 772
498 545 446
322 259 670
470 451 35
388 83 106
393 394 187
403 782 468
173 239 236
341 356 788
28 36 138
472 393 307
329 203 593
411 744 84
269 301 282
481 440 66
213 709 756
315 2 905
561 525 911
243 421 757
709 451 258
336 25 283
752 677 427
249 231 646
433 279 983
799 126 313
260 154 661
63 476 171
435 358 904
237 167 37
55 11 857
86 23 726
385 280 541
249 726 816
498 79 339
197 646 856
559 215 330
215 280 486
592 20 668
299 366 951
134 279 938
642 672 518
581 101 40
337 475 879
506 592 409
41 609 799
242 47 85
720 609 455
222 76 549
104 358 204
198 774 69
426 137 445
478 336 240
559 529 267
444 168 625
426 556 673
692 509 820
337 333 950
595 455 511
635 31 259
682 488 473
613 401 37
625 82 895
5 364 308
183 650 890
218 162 91
735 168 378
15 676 20
691 236 811
165 474 722
141 715 934
520 765 378
438 11 805
218 395 721
736 102 313
677 640 948
289 499 334
2 637 940
799 161 354
541 21 294
177 160 471
519 264 422
319 445 333
235 454 280
455 469 608
242 480 648
632 2 994
508 648 273
203 352 81
619 661 974
575 136 544
669 418 440
744 682 352
545 595 457
475 746 558
455 536 428
579 247 748
259 466 405
82 339 20
458 377 961
334 433 710
434 137 989
643 62 972
699 749 847
291 209 64
289 661 847
132 144 746
350 762 455
158 593 684
681 537 501
646 210 718
628 198 839
720 743 483
763 764 698
761 29 813
609 343 874
760 269 609
727 425 38
512 228 481
456 773 428
636 455 300
177 19 990
253 479 739
439 83 806
27 429 501
746 233 678
249 580 52
155 266 843
288 320 454
756 375 797
382 625 863
535 267 849
623 748 131
607 476 714
565 326 121
783 17 422
215 655 205
338 732 558
79 140 629
454 517 839
157 562 59
364 40 279
550 521 570
9 502 123
442 68 602
92 585 726
5 12 501
300 222 653
129 472 746
258 135 650
449 752 577
390 645 527
549 337 257
369 329 497
403 710 675
588 27 76
144 464 488
566 502 431
308 583 681
453 144 932
495 686 474
791 188 51
524 533 626
542 685 303
689 752 337
414 168 308
539 300 640
115 320 402
398 1 748
4 411 171
688 781 638
180 241 885
74 505 54
399 241 270
341 588 730
505 426 114
636 60 916
225 162 34
34 323 52
685 463 252
220 193 689
10 225 739
722 727 509
191 285 85
707 300 181
214 589 584
612 331 127
324 786 157
619 268 562
125 124 774
158 583 150
359 112 821
535 276 301
465 554 778
82 6 160
656 401 390
725 300 246
671 759 78
176 141 420
461 606 542
393 663 536
683 141 517
523 84 961
714 387 998
674 631 857
366 53 377
152 63 775
467 799 237
340 796 636
229 248 322
55 494 88
173 244 194
432 383 209
173 548 884
25 240 426
349 678 10
451 12 12
289 560 158
635 508 696
726 545 425
530 452 35
289 661 747
586 233 358
458 189 558
557 448 535
781 104 755
205 528 278
264 177 752
203 717 756
57 167 502
258 61 177
532 321 763
580 396 225
568 280 602
782 141 330
262 110 278
731 555 552
486 147 877
85 100 759
264 782 352
579 443 994
564 288 609
6 177 435
191 50 897
230 187 757
687 398 646
720 478 132
340 125 457
137 452 82
519 99 271
52 468 102
165 784 520
442 667 431
333 449 680
763 279 726
600 669 478
591 66 225
355 717 133
352 304 994
582 282 796
62 270 223
732 413 505
13 349 865
238 774 966
500 545 490
220 79 182
409 559 283
762 307 759
767 619 487
152 276 652
696 216 627
380 69 161
322 344 706
323 567 765
175 795 126
497 144 353
339 602 67
356 193 668
799 635 594
339 593 345
606 346 867
246 700 686
370 696 730
372 531 728
590 574 369
409 24 443
170 537 317
498 136 275
647 287 340
85 798 923
739 576 6
774 720 4
134 219 932
272 159 710
413 698 913
763 172 152
435 799 570
489 639 845
729 331 940
237 201 389
250 375 119
118 608 61
361 656 385
213 443 394
9 165 810
430 25 404
323 459 692
303 793 991
573 329 702
694 8 851
502 756 692
763 433 224
512 44 838
799 133 197
160 109 421
295 278 37
450 280 769
491 751 280
343 242 794
269 388 803
68 752 19
745 780 217
68 22 660
511 503 773
348 515 476
41 497 8
113 116 142
428 549 221
799 762 7
368 402 195
754 607 387
746 197 491
278 81 299
245 705 122
117 180 411
376 405 84
599 158 293
522 101 151
169 83 437
311 572 721
283 203 652
746 335 762
383 24 19
493 294 28
741 5 465
36 65 565
781 31 784
527 224 898
545 524 827
754 425 29
616 722 419
57 405 11
64 511 242
755 628 79
351 411 159
378 700 37
132 209 952
684 105 391
720 782 724
784 774 306
666 181 693
316 686 671
486 196 652
112 676 819
568 702 857
364 208 670
480 383 260
608 468 821
9 13 824
210 103 299
118 560 127
774 207 242
271 333 563
530 373 55
148 403 198
750 437 193
790 205 335
697 784 858
404 574 948
791 502 77
176 328 458
12 98 919
716 456 917
58 772 127
304 164 462
80 36 888
561 706 809
799 562 125
549 96 571
664 48 157
51 138 458
720 128 665
368 767 970
96 186 493
542 669 332
243 225 70
352 114 963
535 101 207
471 467 656
61 684 838
342 259 895
582 203 76
134 754 699
174 346 106
666 269 628
130 105 851
782 234 29
106 641 263
252 393 786
717 423 602
755 390 596
389 303 412
400 341 210
674 740 37
670 159 228
425 499 891
456 743 745
460 802 713
616 768 580
517 438 697
598 201 28
562 333 606
755 587 51
607 338 590
719 203 219
648 792 142
492 98 705
225 699 137
437 54 301
530 438 954
467 795 327
38 610 866
545 331 689
230 154 285
